transaction_id,timestamp,sender_bank,amount,channel,location,device_type,is_fraud
TRX-1014787,2024-01-22 18:10:00,GTBank,19113.88,Web,Lagos,Web,0
TRX-1014788,2024-01-19 22:39:00,Moniepoint,110164.74,Web,Lagos,Web,0
TRX-1014789,2024-01-09 04:52:00,Kuda,12427.48,Web,Enugu,iPhone,0
TRX-1014790,2024-01-30 06:32:00,OPay,14175.61,POS,Kano,Feature Phone,0
TRX-1014791,2024-01-05 15:21:00,GTBank,4412.0,Web,Abuja,iPhone,0
TRX-1014792,2024-01-14 16:24:00,Moniepoint,17507.49,USSD,Lagos,Web,0
TRX-1014793,2024-01-30 20:51:00,Access,19106.18,USSD,Enugu,Android,0
TRX-1014794,2024-01-16 00:25:00,GTBank,1941.77,Web,Port Harcourt,Web,0
TRX-1014795,2024-01-10 14:22:00,Zenith,458358.25,POS,Kano,Feature Phone,0
TRX-1014796,2024-01-07 13:01:00,Access,15042.27,USSD,Ibadan,iPhone,0
TRX-1014797,2024-01-30 01:46:00,Zenith,12662.58,USSD,Ibadan,Android,0
TRX-1014798,2024-01-22 20:43:00,Kuda,15649.79,Mobile App,Abuja,Feature Phone,0
TRX-1014799,2024-01-16 19:14:00,Moniepoint,18762.23,Mobile App,Port Harcourt,iPhone,0
TRX-1014800,2024-01-31 02:41:00,OPay,6787.64,POS,Ibadan,Web,0
TRX-1014801,2024-01-12 22:43:00,Kuda,13236.73,Mobile App,Enugu,iPhone,0
TRX-1014802,2024-01-22 11:28:00,GTBank,2603.9,Web,Ibadan,Android,0
TRX-1014803,2024-01-01 21:05:00,Access,12636.39,Mobile App,Enugu,Android,0
TRX-1014804,2024-01-01 05:42:00,GTBank,14143.48,POS,Port Harcourt,iPhone,0
TRX-1014805,2024-01-02 02:54:00,Moniepoint,3075.14,Web,Ibadan,Android,0
TRX-1014806,2024-01-13 08:30:00,Moniepoint,174638.68,Web,Lagos,Web,0
TRX-1014807,2024-01-15 22:43:00,Access,7510.56,Web,Abuja,iPhone,0
TRX-1014808,2024-01-04 21:56:00,Access,9443.87,Web,Abuja,Web,0
TRX-1014809,2024-01-27 16:34:00,Zenith,19334.37,Mobile App,Enugu,Android,0
TRX-1014810,2024-01-14 04:37:00,Kuda,19041.68,USSD,Port Harcourt,Feature Phone,0
TRX-1014811,2024-01-25 02:40:00,Moniepoint,8215.18,POS,Ibadan,Feature Phone,0
TRX-1014812,2024-01-28 13:16:00,Zenith,10594.41,Mobile App,Lagos,Web,0
TRX-1014813,2024-01-13 16:51:00,OPay,15485.59,Mobile App,Enugu,iPhone,0
TRX-1014814,2024-01-14 14:34:00,Kuda,69696.82,Web,Ibadan,Web,0
TRX-1014815,2024-01-01 17:27:00,Moniepoint,987.73,POS,Port Harcourt,iPhone,0
TRX-1014816,2024-01-01 02:01:00,OPay,18543.18,POS,Ibadan,iPhone,0
TRX-1014817,2024-01-10 10:26:00,OPay,10290.14,Mobile App,Enugu,Web,0
TRX-1014818,2024-01-31 18:49:00,Zenith,2935.48,USSD,Lagos,Web,0
TRX-1014819,2024-01-27 03:58:00,GTBank,10940.26,Web,Enugu,iPhone,0
TRX-1014820,2024-01-02 06:08:00,Moniepoint,12942.36,Mobile App,Kano,Feature Phone,0
TRX-1014821,2024-01-11 08:20:00,Access,1225.24,Web,Abuja,Feature Phone,0
TRX-1014822,2024-01-11 08:09:00,OPay,19656.31,USSD,Lagos,Web,0
TRX-1014823,2024-01-11 13:11:00,Access,7549.15,USSD,Port Harcourt,Android,0
TRX-1014824,2024-01-13 03:08:00,Kuda,11342.0,USSD,Enugu,iPhone,0
TRX-1014825,2024-01-14 20:54:00,Kuda,16844.41,USSD,Lagos,Feature Phone,0
TRX-1014826,2024-01-07 21:43:00,Kuda,11202.25,Mobile App,Kano,Android,0
TRX-1014827,2024-01-16 22:04:00,GTBank,19523.61,USSD,Port Harcourt,iPhone,0
TRX-1014828,2024-01-10 04:30:00,GTBank,534.78,Web,Lagos,Feature Phone,0
TRX-1014829,2024-01-18 17:56:00,OPay,13799.96,USSD,Port Harcourt,Web,0
TRX-1014830,2024-01-16 23:32:00,Kuda,3067.28,USSD,Abuja,Feature Phone,0
TRX-1014831,2024-01-17 09:42:00,Access,3914.49,POS,Ibadan,iPhone,0
TRX-1014832,2024-01-22 00:32:00,Access,9556.4,POS,Kano,Web,0
TRX-1014833,2024-01-19 00:36:00,Kuda,9939.12,POS,Ibadan,Feature Phone,0
TRX-1014834,2024-01-22 08:31:00,Kuda,5284.74,POS,Port Harcourt,Android,0
TRX-1014835,2024-01-01 00:29:00,Zenith,11935.96,Mobile App,Lagos,Android,0
TRX-1014836,2024-01-01 16:00:00,GTBank,97209.74,USSD,Lagos,iPhone,0
TRX-1014837,2024-01-18 21:33:00,Kuda,9124.76,Mobile App,Enugu,Android,0
TRX-1014838,2024-01-25 13:22:00,GTBank,210778.22,USSD,Abuja,iPhone,0
TRX-1014839,2024-01-25 01:44:00,Zenith,19197.78,USSD,Kano,Feature Phone,0
TRX-1014840,2024-01-26 19:58:00,OPay,56967.18,USSD,Enugu,Android,0
TRX-1014841,2024-01-19 12:05:00,Kuda,5547.18,Web,Lagos,iPhone,0
TRX-1014842,2024-01-22 08:08:00,GTBank,18540.41,POS,Port Harcourt,Web,0
TRX-1014843,2024-01-06 20:10:00,Zenith,12084.8,Mobile App,Ibadan,Web,0
TRX-1014844,2024-01-01 03:32:00,GTBank,184745.12,USSD,Ibadan,Web,0
TRX-1014845,2024-01-02 00:12:00,Kuda,384611.36,POS,Kano,Web,1
TRX-1014846,2024-01-30 16:42:00,Moniepoint,8215.67,POS,Abuja,Android,0
TRX-1014847,2024-01-13 01:02:00,Access,10248.88,POS,Kano,Web,0
TRX-1014848,2024-01-11 08:29:00,GTBank,17650.36,Web,Ibadan,Android,0
TRX-1014849,2024-01-01 01:53:00,Moniepoint,7048.48,Mobile App,Ibadan,iPhone,0
TRX-1014850,2024-01-26 01:37:00,Moniepoint,3403.45,POS,Kano,Feature Phone,0
TRX-1014851,2024-01-20 19:20:00,Moniepoint,9383.5,Web,Enugu,Android,0
TRX-1014852,2024-01-21 10:04:00,OPay,5153.41,POS,Lagos,Android,0
TRX-1014853,2024-01-13 16:04:00,GTBank,2186.44,USSD,Enugu,Android,0
TRX-1014854,2024-01-11 15:12:00,GTBank,9564.19,Web,Enugu,Web,0
TRX-1014855,2024-01-01 08:30:00,Kuda,5929.37,USSD,Enugu,Android,0
TRX-1014856,2024-01-24 01:29:00,Kuda,11475.51,POS,Ibadan,Web,0
TRX-1014857,2024-01-19 13:18:00,OPay,13200.82,Web,Ibadan,Web,0
TRX-1014858,2024-01-20 06:39:00,Kuda,17478.62,USSD,Port Harcourt,Android,0
TRX-1014859,2024-01-19 08:51:00,Zenith,206246.87,USSD,Enugu,Web,0
TRX-1014860,2024-01-22 01:57:00,Access,16942.52,USSD,Ibadan,Web,0
TRX-1014861,2024-01-10 19:50:00,Access,18627.44,Mobile App,Kano,Feature Phone,0
TRX-1014862,2024-01-08 12:12:00,Moniepoint,495662.36,USSD,Kano,iPhone,0
TRX-1014863,2024-01-27 06:07:00,Moniepoint,2586.07,Mobile App,Ibadan,Android,0
TRX-1014864,2024-01-19 02:08:00,Kuda,6133.97,Web,Ibadan,Web,0
TRX-1014865,2024-01-29 05:02:00,Kuda,18961.56,Mobile App,Port Harcourt,Feature Phone,0
TRX-1014866,2024-01-12 16:34:00,Kuda,17557.56,POS,Ibadan,Android,0
TRX-1014867,2024-01-23 02:03:00,Kuda,15112.92,POS,Port Harcourt,Web,0
TRX-1014868,2024-01-12 02:11:00,Zenith,5508.08,POS,Ibadan,Feature Phone,0
TRX-1014869,2024-01-29 19:35:00,Access,2598.66,POS,Port Harcourt,Android,0
TRX-1014870,2024-01-07 16:10:00,Moniepoint,12671.89,USSD,Port Harcourt,Feature Phone,0
TRX-1014871,2024-01-07 00:27:00,Access,16511.64,POS,Ibadan,iPhone,0
TRX-1014872,2024-01-04 00:35:00,Moniepoint,4504.84,USSD,Abuja,iPhone,0
TRX-1014873,2024-01-14 04:22:00,GTBank,14114.57,Web,Ibadan,Feature Phone,0
TRX-1014874,2024-01-07 12:57:00,OPay,19894.57,POS,Ibadan,iPhone,0
TRX-1014875,2024-01-11 16:05:00,Kuda,407572.87,Web,Port Harcourt,Web,0
TRX-1014876,2024-01-20 09:10:00,Zenith,10271.76,Web,Lagos,Web,0
TRX-1014877,2024-01-06 02:04:00,Kuda,15920.8,Web,Ibadan,Web,0
TRX-1014878,2024-01-25 01:30:00,GTBank,377308.64,POS,Ibadan,Android,0
TRX-1014879,2024-01-18 18:08:00,GTBank,12075.25,USSD,Abuja,Android,0
TRX-1014880,2024-01-18 15:09:00,Moniepoint,12173.02,Mobile App,Kano,Android,0
TRX-1014881,2024-01-15 21:02:00,OPay,632.79,USSD,Enugu,iPhone,0
TRX-1014882,2024-01-25 16:47:00,Zenith,13392.77,USSD,Ibadan,iPhone,0
TRX-1014883,2024-01-13 04:59:00,OPay,260650.7,POS,Enugu,Feature Phone,0
TRX-1014884,2024-01-05 03:53:00,GTBank,984.39,USSD,Abuja,Feature Phone,0
TRX-1014885,2024-01-29 09:31:00,OPay,3846.87,Mobile App,Ibadan,iPhone,0
TRX-1014886,2024-01-23 23:49:00,GTBank,450529.38,Web,Abuja,Android,1
TRX-1014887,2024-01-16 12:35:00,Kuda,1868.44,USSD,Kano,Feature Phone,0
TRX-1014888,2024-01-05 23:17:00,OPay,3416.17,POS,Kano,Web,0
TRX-1014889,2024-01-17 09:44:00,Access,8463.88,Web,Abuja,Web,0
TRX-1014890,2024-01-28 22:45:00,Zenith,16695.78,Mobile App,Port Harcourt,Android,0
TRX-1014891,2024-01-27 00:48:00,GTBank,5595.96,Mobile App,Lagos,Web,0
TRX-1014892,2024-01-28 18:31:00,Access,1116.32,Mobile App,Kano,Android,0
TRX-1014893,2024-01-11 15:26:00,Zenith,17837.64,Mobile App,Ibadan,Android,0
TRX-1014894,2024-01-02 05:19:00,Access,415343.93,Mobile App,Lagos,Android,0
TRX-1014895,2024-01-23 20:43:00,OPay,9023.67,Mobile App,Kano,Android,0
TRX-1014896,2024-01-09 15:15:00,GTBank,17655.68,USSD,Enugu,Android,0
TRX-1014897,2024-01-06 09:15:00,Access,7202.47,POS,Lagos,iPhone,0
TRX-1014898,2024-01-01 19:12:00,Zenith,17341.13,Mobile App,Port Harcourt,Feature Phone,0
TRX-1014899,2024-01-29 00:18:00,OPay,7516.36,USSD,Port Harcourt,Android,0
TRX-1014900,2024-01-21 23:20:00,GTBank,77837.0,USSD,Abuja,iPhone,0
TRX-1014901,2024-01-16 22:45:00,GTBank,1447.52,Mobile App,Lagos,Feature Phone,0
TRX-1014902,2024-01-16 05:26:00,Access,14212.12,Web,Abuja,iPhone,0
TRX-1014903,2024-01-19 11:39:00,OPay,14567.15,Web,Ibadan,Android,0
TRX-1014904,2024-01-28 11:18:00,GTBank,1491.64,POS,Kano,Android,0
TRX-1014905,2024-01-02 21:12:00,OPay,18663.05,USSD,Enugu,Web,0
TRX-1014906,2024-01-31 12:44:00,Moniepoint,6483.59,Web,Kano,iPhone,0
TRX-1014907,2024-01-28 13:06:00,GTBank,18994.42,POS,Ibadan,Web,0
TRX-1014908,2024-01-18 03:06:00,Moniepoint,11379.74,USSD,Kano,Android,0
TRX-1014909,2024-01-07 05:43:00,Moniepoint,11298.18,POS,Abuja,Web,0
TRX-1014910,2024-01-31 07:48:00,OPay,12067.87,Web,Kano,Web,0
TRX-1014911,2024-01-14 22:04:00,Access,596.97,POS,Ibadan,iPhone,0
TRX-1014912,2024-01-02 14:28:00,Zenith,1173.3,USSD,Port Harcourt,iPhone,0
TRX-1014913,2024-01-29 04:40:00,OPay,807.49,Web,Ibadan,Android,0
TRX-1014914,2024-01-14 06:10:00,Access,1324.26,Web,Lagos,Web,0
TRX-1014915,2024-01-23 00:14:00,Kuda,12280.91,Web,Abuja,iPhone,0
TRX-1014916,2024-01-02 07:34:00,Kuda,2924.29,POS,Abuja,Web,0
TRX-1014917,2024-01-10 19:19:00,Zenith,5131.95,Mobile App,Lagos,Feature Phone,0
TRX-1014918,2024-01-29 12:16:00,OPay,16552.1,POS,Port Harcourt,iPhone,0
TRX-1014919,2024-01-06 02:30:00,Moniepoint,16311.7,USSD,Enugu,iPhone,0
TRX-1014920,2024-01-25 20:32:00,Moniepoint,298871.57,Web,Kano,Android,1
TRX-1014921,2024-01-12 04:08:00,OPay,10883.45,USSD,Enugu,Android,0
TRX-1014922,2024-01-07 11:38:00,Zenith,11046.57,USSD,Lagos,Feature Phone,0
TRX-1014923,2024-01-30 03:33:00,Access,14472.33,Mobile App,Port Harcourt,iPhone,0
TRX-1014924,2024-01-01 18:24:00,Access,229412.59,Web,Kano,iPhone,1
TRX-1014925,2024-01-21 18:11:00,Zenith,19234.72,POS,Kano,Feature Phone,0
TRX-1014926,2024-01-11 00:32:00,Moniepoint,459684.57,Mobile App,Lagos,Web,0
TRX-1014927,2024-01-19 14:29:00,GTBank,6811.49,Mobile App,Lagos,Feature Phone,0
TRX-1014928,2024-01-11 22:31:00,Zenith,7713.04,POS,Ibadan,Feature Phone,0
TRX-1014929,2024-01-09 11:08:00,Kuda,802.3,Mobile App,Ibadan,Feature Phone,0
TRX-1014930,2024-01-12 10:07:00,Kuda,8039.06,POS,Abuja,Web,0
TRX-1014931,2024-01-20 16:29:00,Kuda,4291.5,USSD,Enugu,Feature Phone,0
TRX-1014932,2024-01-07 13:40:00,Moniepoint,16237.07,Web,Ibadan,Web,0
TRX-1014933,2024-01-04 03:34:00,Moniepoint,17521.24,Web,Ibadan,Feature Phone,0
TRX-1014934,2024-01-22 10:00:00,Zenith,16705.2,Mobile App,Enugu,Web,0
TRX-1014935,2024-01-11 22:57:00,Kuda,14526.78,Mobile App,Lagos,Web,0
TRX-1014936,2024-01-19 14:20:00,Kuda,135740.88,Mobile App,Kano,Feature Phone,0
TRX-1014937,2024-01-16 21:41:00,Zenith,5442.04,Web,Ibadan,iPhone,0
TRX-1014938,2024-01-10 07:05:00,GTBank,13701.51,Web,Ibadan,Web,0
TRX-1014939,2024-01-17 12:57:00,GTBank,12292.18,POS,Port Harcourt,Feature Phone,0
TRX-1014940,2024-01-24 05:17:00,Zenith,5663.66,USSD,Lagos,Android,0
TRX-1014941,2024-01-28 03:51:00,Access,14001.64,Web,Lagos,Android,0
TRX-1014942,2024-01-22 21:53:00,OPay,15076.32,POS,Kano,Web,0
TRX-1014943,2024-01-16 03:13:00,Zenith,4309.5,USSD,Abuja,Web,0
TRX-1014944,2024-01-10 00:05:00,GTBank,416038.81,Web,Lagos,iPhone,1
TRX-1014945,2024-01-31 14:37:00,Access,13656.4,USSD,Port Harcourt,iPhone,0
TRX-1014946,2024-01-21 12:20:00,Zenith,4114.16,Mobile App,Lagos,Web,0
TRX-1014947,2024-01-11 18:57:00,GTBank,8956.97,POS,Abuja,Web,0
TRX-1014948,2024-01-31 18:14:00,Kuda,5525.58,POS,Ibadan,Android,0
TRX-1014949,2024-01-12 19:47:00,Access,13034.61,Mobile App,Port Harcourt,Feature Phone,0
TRX-1014950,2024-01-22 13:08:00,OPay,8542.37,POS,Kano,Feature Phone,0
TRX-1014951,2024-01-26 12:37:00,Access,16582.1,USSD,Lagos,iPhone,0
TRX-1014952,2024-01-27 02:59:00,Access,10893.77,USSD,Port Harcourt,Web,0
TRX-1014953,2024-01-27 13:44:00,Zenith,421668.3,USSD,Port Harcourt,Feature Phone,0
TRX-1014954,2024-01-18 11:20:00,Zenith,8614.75,Web,Lagos,Android,0
TRX-1014955,2024-01-11 06:16:00,Zenith,15453.53,Web,Ibadan,Feature Phone,0
TRX-1014956,2024-01-22 13:53:00,Moniepoint,10933.81,USSD,Abuja,iPhone,0
TRX-1014957,2024-01-29 09:46:00,OPay,2409.25,Mobile App,Abuja,Android,0
TRX-1014958,2024-01-25 13:22:00,Kuda,9172.41,POS,Enugu,Feature Phone,0
TRX-1014959,2024-01-04 23:01:00,Zenith,1541.6,POS,Port Harcourt,iPhone,0
TRX-1014960,2024-01-01 17:53:00,GTBank,18515.92,Web,Port Harcourt,Android,0
TRX-1014961,2024-01-26 19:24:00,Access,19322.88,POS,Ibadan,Android,0
TRX-1014962,2024-01-27 07:24:00,OPay,11019.54,Mobile App,Kano,Android,0
TRX-1014963,2024-01-13 05:24:00,GTBank,6903.77,POS,Lagos,Android,0
TRX-1014964,2024-01-01 02:13:00,OPay,293593.66,POS,Lagos,Web,0
TRX-1014965,2024-01-26 07:12:00,Zenith,1987.61,Web,Port Harcourt,Android,0
TRX-1014966,2024-01-22 20:45:00,Moniepoint,275758.83,Mobile App,Port Harcourt,Web,0
TRX-1014967,2024-01-22 00:27:00,Zenith,13230.74,Mobile App,Lagos,iPhone,0
TRX-1014968,2024-01-28 00:41:00,Zenith,227608.66,Mobile App,Ibadan,Android,1
TRX-1014969,2024-01-17 14:10:00,Zenith,17995.07,Web,Enugu,Web,0
TRX-1014970,2024-01-02 08:05:00,GTBank,6552.05,USSD,Kano,Android,0
TRX-1014971,2024-01-31 15:13:00,Kuda,13815.12,USSD,Enugu,iPhone,0
TRX-1014972,2024-01-04 03:35:00,OPay,7562.59,Mobile App,Abuja,Feature Phone,0
TRX-1014973,2024-01-20 03:36:00,Zenith,2867.59,Web,Lagos,iPhone,0
TRX-1014974,2024-01-30 11:17:00,Zenith,14786.32,Mobile App,Ibadan,Web,0
TRX-1014975,2024-01-06 18:04:00,GTBank,15171.94,Mobile App,Kano,Web,0
TRX-1014976,2024-01-18 17:29:00,OPay,6685.97,Mobile App,Lagos,Web,0
TRX-1014977,2024-01-24 22:21:00,GTBank,3722.81,USSD,Port Harcourt,iPhone,0
TRX-1014978,2024-01-02 22:12:00,Moniepoint,162510.89,Mobile App,Lagos,Android,0
TRX-1014979,2024-01-21 14:23:00,Kuda,1738.26,POS,Port Harcourt,Android,0
TRX-1014980,2024-01-01 21:30:00,GTBank,11323.48,Web,Ibadan,iPhone,0
TRX-1014981,2024-01-19 23:21:00,OPay,10515.64,USSD,Ibadan,Android,0
TRX-1014982,2024-01-28 16:17:00,OPay,220331.88,Mobile App,Abuja,Android,0
TRX-1014983,2024-01-16 16:18:00,GTBank,3274.49,POS,Lagos,Web,0
TRX-1014984,2024-01-04 06:17:00,Zenith,2956.47,POS,Enugu,iPhone,0
TRX-1014985,2024-01-20 14:20:00,GTBank,159223.64,USSD,Enugu,Android,0
TRX-1014986,2024-01-30 23:15:00,Moniepoint,16626.74,POS,Abuja,Feature Phone,0
TRX-1014987,2024-01-31 21:19:00,Zenith,9152.06,Web,Port Harcourt,Web,0
TRX-1014988,2024-01-16 16:16:00,Access,8319.41,POS,Kano,iPhone,0
TRX-1014989,2024-01-01 05:07:00,OPay,17909.23,Mobile App,Ibadan,iPhone,0
TRX-1014990,2024-01-22 17:19:00,Access,1975.62,USSD,Enugu,Web,0
TRX-1014991,2024-01-26 20:38:00,Access,452833.36,POS,Port Harcourt,Feature Phone,0
TRX-1014992,2024-01-03 07:09:00,Kuda,8004.12,USSD,Kano,Feature Phone,0
TRX-1014993,2024-01-15 15:01:00,Kuda,5151.67,USSD,Kano,Web,0
TRX-1014994,2024-01-31 12:15:00,Zenith,19655.31,Mobile App,Port Harcourt,Android,0
TRX-1014995,2024-01-11 00:42:00,OPay,14996.47,USSD,Lagos,Android,0
TRX-1014996,2024-01-17 11:27:00,Moniepoint,341753.08,POS,Abuja,Web,0
TRX-1014997,2024-01-13 00:37:00,OPay,1917.01,Mobile App,Port Harcourt,Feature Phone,0
TRX-1014998,2024-01-18 01:35:00,GTBank,13522.05,USSD,Enugu,Web,0
TRX-1014999,2024-01-18 19:52:00,Moniepoint,6381.91,Mobile App,Abuja,Android,0
TRX-1015000,2024-01-24 12:33:00,Kuda,15159.45,Web,Abuja,Feature Phone,0
TRX-1015001,2024-01-14 16:54:00,Kuda,10627.76,USSD,Lagos,Web,0
TRX-1015002,2024-01-31 09:59:00,Zenith,13977.81,Web,Port Harcourt,Android,0
TRX-1015003,2024-01-11 03:26:00,Kuda,17310.05,Web,Abuja,iPhone,0
TRX-1015004,2024-01-12 23:36:00,Access,9638.41,Web,Ibadan,Feature Phone,0
TRX-1015005,2024-01-03 05:40:00,Zenith,413317.28,POS,Port Harcourt,Feature Phone,0
TRX-1015006,2024-01-06 08:20:00,GTBank,19329.77,Web,Ibadan,Feature Phone,0
TRX-1015007,2024-01-12 09:09:00,Moniepoint,331060.7,POS,Ibadan,Android,0
TRX-1015008,2024-01-07 05:13:00,Moniepoint,389890.62,Web,Enugu,Feature Phone,0
TRX-1015009,2024-01-13 18:56:00,OPay,12355.29,Web,Kano,Web,0
TRX-1015010,2024-01-25 07:36:00,GTBank,73575.88,Mobile App,Enugu,Web,0
TRX-1015011,2024-01-23 19:29:00,Kuda,1070.6,Web,Ibadan,iPhone,0
TRX-1015012,2024-01-21 01:14:00,OPay,8986.65,USSD,Abuja,Web,0
TRX-1015013,2024-01-22 03:34:00,GTBank,5490.56,Web,Enugu,iPhone,0
TRX-1015014,2024-01-14 12:39:00,Kuda,15663.45,Web,Port Harcourt,Android,0
TRX-1015015,2024-01-16 20:18:00,Kuda,5940.8,Mobile App,Port Harcourt,Web,0
TRX-1015016,2024-01-25 10:27:00,Zenith,445223.0,Web,Kano,Android,0
TRX-1015017,2024-01-10 19:35:00,Access,10250.02,Web,Port Harcourt,Android,0
TRX-1015018,2024-01-07 14:14:00,Moniepoint,450558.1,Web,Kano,Feature Phone,0
TRX-1015019,2024-01-31 11:24:00,Kuda,2087.2,POS,Port Harcourt,Web,0
TRX-1015020,2024-01-22 14:31:00,Access,7608.79,Mobile App,Abuja,Android,0
TRX-1015021,2024-01-15 18:10:00,GTBank,18661.58,POS,Enugu,iPhone,0
TRX-1015022,2024-01-17 19:26:00,GTBank,14870.35,POS,Enugu,Feature Phone,0
TRX-1015023,2024-01-27 08:51:00,GTBank,8643.97,USSD,Abuja,Feature Phone,0
TRX-1015024,2024-01-15 06:48:00,OPay,12776.9,Web,Abuja,Android,0
TRX-1015025,2024-01-26 14:35:00,Zenith,871.25,Mobile App,Ibadan,Web,0
TRX-1015026,2024-01-04 01:48:00,Kuda,3633.26,Mobile App,Kano,iPhone,0
TRX-1015027,2024-01-30 11:03:00,Kuda,124478.87,POS,Lagos,iPhone,0
TRX-1015028,2024-01-29 19:14:00,Zenith,18866.34,USSD,Ibadan,Feature Phone,0
TRX-1015029,2024-01-02 12:42:00,GTBank,10272.54,USSD,Port Harcourt,iPhone,0
TRX-1015030,2024-01-14 17:11:00,Zenith,9988.52,POS,Abuja,Web,0
TRX-1015031,2024-01-23 04:23:00,GTBank,73250.34,Web,Port Harcourt,Android,0
TRX-1015032,2024-01-23 18:09:00,GTBank,895.01,POS,Enugu,Web,0
TRX-1015033,2024-01-31 22:04:00,Kuda,253734.58,Web,Enugu,Feature Phone,0
TRX-1015034,2024-01-25 04:08:00,Moniepoint,13212.21,Mobile App,Enugu,iPhone,0
TRX-1015035,2024-01-16 00:54:00,GTBank,5852.47,Web,Port Harcourt,Android,0
TRX-1015036,2024-01-26 06:39:00,Moniepoint,17116.59,Web,Enugu,Feature Phone,0
TRX-1015037,2024-01-10 05:39:00,OPay,98712.68,USSD,Ibadan,Web,0
TRX-1015038,2024-01-26 21:08:00,GTBank,10195.25,USSD,Port Harcourt,Android,0
TRX-1015039,2024-01-11 18:36:00,Kuda,9491.12,POS,Port Harcourt,iPhone,0
TRX-1015040,2024-01-17 04:08:00,Access,14053.9,USSD,Abuja,Android,0
TRX-1015041,2024-01-21 16:26:00,Moniepoint,124313.95,Web,Ibadan,iPhone,0
TRX-1015042,2024-01-25 18:30:00,Zenith,2850.45,USSD,Lagos,Web,0
TRX-1015043,2024-01-14 09:45:00,Zenith,12827.29,Mobile App,Port Harcourt,Web,0
TRX-1015044,2024-01-31 11:56:00,GTBank,762.38,USSD,Port Harcourt,iPhone,0
TRX-1015045,2024-01-08 14:59:00,Moniepoint,86349.72,USSD,Ibadan,Web,0
TRX-1015046,2024-01-04 04:24:00,GTBank,13510.95,Mobile App,Enugu,Feature Phone,0
TRX-1015047,2024-01-20 14:14:00,Moniepoint,3952.82,POS,Enugu,Android,0
TRX-1015048,2024-01-24 05:50:00,Zenith,17497.62,USSD,Enugu,Android,0
TRX-1015049,2024-01-21 05:10:00,Kuda,1485.06,POS,Lagos,Android,0
TRX-1015050,2024-01-24 15:16:00,Zenith,680.89,Mobile App,Ibadan,iPhone,0
TRX-1015051,2024-01-30 16:56:00,Moniepoint,462242.01,Mobile App,Abuja,Android,0
TRX-1015052,2024-01-29 04:28:00,Moniepoint,17060.07,Mobile App,Enugu,iPhone,0
TRX-1015053,2024-01-25 03:35:00,Moniepoint,85172.24,Mobile App,Ibadan,Feature Phone,0
TRX-1015054,2024-01-03 23:42:00,GTBank,15439.34,POS,Lagos,Feature Phone,0
TRX-1015055,2024-01-22 23:03:00,Kuda,2189.42,Web,Abuja,Feature Phone,0
TRX-1015056,2024-01-31 01:34:00,Moniepoint,3904.71,Mobile App,Ibadan,Feature Phone,0
TRX-1015057,2024-01-09 10:49:00,GTBank,14104.82,USSD,Enugu,iPhone,0
TRX-1015058,2024-01-22 09:20:00,Access,14422.05,Mobile App,Lagos,iPhone,0
TRX-1015059,2024-01-13 13:09:00,Moniepoint,6683.17,USSD,Abuja,Web,0
TRX-1015060,2024-01-11 09:57:00,Moniepoint,15934.63,Web,Abuja,Android,0
TRX-1015061,2024-01-13 06:21:00,OPay,12038.37,Web,Lagos,Android,0
TRX-1015062,2024-01-10 08:30:00,Zenith,2865.76,Mobile App,Abuja,Web,0
TRX-1015063,2024-01-30 17:47:00,Zenith,12857.99,Mobile App,Port Harcourt,iPhone,0
TRX-1015064,2024-01-28 23:32:00,Moniepoint,82586.32,USSD,Kano,Android,0
TRX-1015065,2024-01-10 05:15:00,Zenith,19102.88,POS,Kano,Android,0
TRX-1015066,2024-01-12 12:31:00,Access,17916.66,POS,Abuja,Feature Phone,0
TRX-1015067,2024-01-17 01:48:00,Moniepoint,17764.23,Web,Port Harcourt,iPhone,0
TRX-1015068,2024-01-08 11:50:00,GTBank,7532.9,POS,Ibadan,iPhone,0
TRX-1015069,2024-01-01 18:36:00,GTBank,249265.12,USSD,Ibadan,Feature Phone,0
TRX-1015070,2024-01-17 02:20:00,OPay,455016.58,Mobile App,Ibadan,Feature Phone,0
TRX-1015071,2024-01-04 21:26:00,Zenith,16483.54,USSD,Port Harcourt,Web,0
TRX-1015072,2024-01-14 09:53:00,Zenith,5498.8,POS,Abuja,Android,0
TRX-1015073,2024-01-22 21:16:00,Moniepoint,19533.51,Mobile App,Lagos,Web,0
TRX-1015074,2024-01-03 08:35:00,GTBank,288031.31,USSD,Ibadan,Web,0
TRX-1015075,2024-01-29 23:39:00,Zenith,19027.45,Mobile App,Lagos,iPhone,0
TRX-1015076,2024-01-24 12:41:00,OPay,19341.04,Web,Ibadan,Feature Phone,0
TRX-1015077,2024-01-30 13:56:00,GTBank,18403.69,POS,Port Harcourt,iPhone,0
TRX-1015078,2024-01-18 00:40:00,OPay,439366.84,Web,Port Harcourt,Web,1
TRX-1015079,2024-01-10 17:35:00,Kuda,9801.41,USSD,Lagos,Web,0
TRX-1015080,2024-01-13 11:21:00,GTBank,15462.05,Web,Port Harcourt,iPhone,0
TRX-1015081,2024-01-26 12:55:00,OPay,16222.95,Mobile App,Lagos,Feature Phone,0
TRX-1015082,2024-01-27 01:44:00,Moniepoint,17216.14,Web,Port Harcourt,iPhone,0
TRX-1015083,2024-01-07 11:55:00,Moniepoint,339629.2,USSD,Enugu,iPhone,0
